text,text_with_marker,Sentiment,Regard,SDG16_danger_score,danger_label
"Mitt Romney wins Senate primary, he'll be the next John McCain.  Nice work there Utah. ","Mitt Romney wins Senate primary, he'll be the next John McCain.  Nice work there Utah. ",positive,positive,0.0007,
Bitconnect Gang - Where are they now? ,Bitconnect Gang - Where are they now? ,neutral,neutral,0.0008,
Hey  Real comedians  Get off twitter !,Hey  Real comedians  Get off twitter !,neutral,neutral,0.0006,
  I guess xe wasn't satisfied with xer cameo in Junji Ito's comics.,  I guess xe wasn't satisfied with xer cameo in Junji Ito's comics.,neutral,negative,0.0007,
Water is a necessary nourishment component for our body. 60% of our body weight is composed of: ,Water is a necessary nourishment component for our body. 60% of our body weight is composed of: ,positive,neutral,0.0007,
How many miles of border wall can you build for the price of one Tomahawk missile? Asking for a friend.,How many miles of border wall can you build for the price of one Tomahawk missile? Asking for a friend.,neutral,neutral,0.0006,
sir .... on the cultural issue i find this is the major problem ,sir .... on the cultural issue i find this is the major problem ,negative,negative,0.0008,
"This was a huge win for the Left. Not only have they destroyed a sacred patriarchal institution, but within a week of doing so, they're already using it to sexualize children. When they start making a big deal about teaching them consent, prepare for the push on pedosexuality.","This was a huge win for the Left. Not only have they destroyed a sacred patriarchal institution, but within a week of doing so, they're already using it to sexualize children. When they start making a big deal about teaching them consent, prepare for the push on pedosexuality.",negative,negative,0.001,
"Ok, I admit I've drank too much.  so please summarize ""Gods of the Copybook Headings"" --I'm ok with zionist or illuminati or whatever interps.  I just don't get ""copybood headings"" at all.  thick as a brick, but if you want to proselytize you need to make easily digestable sir.  Fuck why is inet so complicated","Ok, I admit I've drank too much.  so please summarize ""Gods of the Copybook Headings"" --I'm ok with zionist or illuminati or whatever interps.  I just don't get ""copybood headings"" at all.  thick as a brick, but if you want to proselytize you need to make easily digestable sir.  Fuck why is inet so complicated",negative,negative,0.0016,
'Keep them starved. Keep them blind. Keep them stupid.' HILLARY R CLINTON Her mentor was Robert C Byrd - Grand Cyclops of the KKK ,'Keep them starved. Keep them blind. Keep them stupid.' HILLARY R CLINTON Her mentor was Robert C Byrd - Grand Cyclops of the KKK ,negative,negative,0.0145,potentially expressed_hostility
@tehgodwinslaw @nikkihaley I don’t know much about her. I simply observe her popularity on the right. ,@tehgodwinslaw @nikkihaley I don’t know much about her. I simply observe her popularity on the right. ,neutral,neutral,0.0006,
"How do you feel about the Syria strike. Has Trump been compromised? Americans, speak.","How do you feel about the Syria strike. Has Trump been compromised? Americans, speak.",negative,negative,0.0012,
Four migrants convicted of skinning a man's penis with a knife in Denmark  ,Four migrants convicted of skinning a man's penis with a knife in Denmark  ,negative,negative,0.0012,
Californication! Leftist utopia and America's first SHITHOLE state.,Californication! Leftist utopia and America's first SHITHOLE state.,neutral,negative,0.0006,
I saw this Jews publically available information posted on here somewhere.  If that was it then it's not a problem.,I saw this Jews publically available information posted on here somewhere.  If that was it then it's not a problem.,neutral,neutral,0.0006,
Cultural earthquake: confirmed,Cultural earthquake: confirmed,neutral,neutral,0.0006,
"#NYT (yeah, i know...sorry...) election results for Ohio & others TODAY,as the polls close.  it's still early, but results are trickling in... ","#NYT (yeah, i know...sorry...) election results for Ohio & others TODAY,as the polls close.  it's still early, but results are trickling in... ",neutral,neutral,0.0009,
"""When we peel back the human skin, we find a shrieking troupe of monkeys, each wanting to be important by tearing down someone else."" ","""When we peel back the human skin, we find a shrieking troupe of monkeys, each wanting to be important by tearing down someone else."" ",negative,negative,0.0026,
"The Establishment Media believes that Freedom of the Press reigns supreme over Freedom of Speech. Let me tell EVERYONE this: If I had to get rid of Freedom of Speech or Freedom of the Press I'd toss Freedom of the Press in the garbage. The cornerstone of our democracy IS freedom of speech, Freedom of the Press plays second fiddle to speech, it always had and will.","The Establishment Media believes that Freedom of the Press reigns supreme over Freedom of Speech. Let me tell EVERYONE this: If I had to get rid of Freedom of Speech or Freedom of the Press I'd toss Freedom of the Press in the garbage. The cornerstone of our democracy IS freedom of speech, Freedom of the Press plays second fiddle to speech, it always had and will.",negative,other,0.0008,
Fartbook is for those that like to be controlled and ruled and force-fed enough spam to make you ill.,Fartbook is for those that like to be controlled and ruled and force-fed enough spam to make you ill.,negative,negative,0.0007,
ISIS vows Eiffel Tower drone attack in new poster    #FoxNews,ISIS vows Eiffel Tower drone attack in new poster    #FoxNews,negative,negative,0.0008,
wrapped up in plastic thrown down the stairs feeling fantastic,wrapped up in plastic thrown down the stairs feeling fantastic,positive,neutral,0.0007,
"While I despise everything they represent, Dems make GOP look dumber than they are. They signed up hundreds of thousands of voters today in the anti-gun marches. Where r the supporters of our right to bear arms? Why aren't we taking over our cities & registering young voters.  GOP EQUALS BULLSHIT.","While I despise everything they represent, Dems make GOP look dumber than they are. They signed up hundreds of thousands of voters today in the anti-gun marches. Where r the supporters of our right to bear arms? Why aren't we taking over our cities & registering young voters.  GOP EQUALS BULLSHIT.",negative,negative,0.0082,
The only cable media carrying tonight's Trump rally are Fox News and Fox Biz.,The only cable media carrying tonight's Trump rally are Fox News and Fox Biz.,neutral,neutral,0.001,
"i hope u all know about human/sex trafficking going on in usa and worldwide. next time someone offers u lots of money / luxury and then u get in car , u may never come back home. but end up a sex slave to someone in the Mideast in their palace far far away. they like blondes","i hope u all know about human/sex trafficking going on in usa and worldwide. next time someone offers u lots of money / luxury and then u get in car , u may never come back home. but end up a sex slave to someone in the Mideast in their palace far far away. they like blondes",negative,negative,0.0008,
Make this person go viral. Her number is attached. #IslamIsTheProblem,Make this person go viral. Her number is attached. #IslamIsTheProblem,negative,negative,0.0005,
" Get Good Grades with our College Essay, Research Paper, Dissertation, Term Papers, Writing"," Get Good Grades with our College Essay, Research Paper, Dissertation, Term Papers, Writing",positive,neutral,0.0007,
And enjoy my iggy bin,And enjoy my iggy bin,positive,neutral,0.0007,
STAY OUT OF HOSPITALS IF YOU WANT TO LIVE.   THEY KILL HUNDREDS OF THOUSANDS MORE THEN GUNS.  MAYBE WE SHOULD BAN DOCTORS LIBERAL FUCK WADS!,STAY OUT OF HOSPITALS IF YOU WANT TO LIVE.   THEY KILL HUNDREDS OF THOUSANDS MORE THEN GUNS.  MAYBE WE SHOULD BAN DOCTORS LIBERAL FUCK WADS!,negative,negative,0.0008,
  Same here.  It won't fit in my cargo shorts but it's another idea.,  Same here.  It won't fit in my cargo shorts but it's another idea.,neutral,neutral,0.0013,
"  So a righty's life is destroyed - personal and professional, but a lefty gets a week's suspension.  Ya, that's about right.","  So a righty's life is destroyed - personal and professional, but a lefty gets a week's suspension.  Ya, that's about right.",negative,negative,0.0007,
"Do you like to *Party*? It seems so because you have been having a *Party* these last few days. I'm a *Happy Camper*, I like to *Party*.","Do you like to *Party*? It seems so because you have been having a *Party* these last few days. I'm a *Happy Camper*, I like to *Party*.",positive,neutral,0.0006,
Q Anon - Trey Gowdy: Black Hat or Friend of POTUS? ,Q Anon - Trey Gowdy: Black Hat or Friend of POTUS? ,neutral,neutral,0.0007,
The BOSS has appointed almost 100 conservative judges to the lower courts we need TRUMP for the full 8 years.,The BOSS has appointed almost 100 conservative judges to the lower courts we need TRUMP for the full 8 years.,negative,other,0.0008,
It is from the Babylonbee and their usual playfulness but it isn't a bad definition. Several other SJWish terms also skewered in this piece.  Social justice (new definition): A Marxism-inspired construct that sees everything in terms of power vs. the powerless. This woker version of social justice demands that you bow to all of the government’s plans to reform society OR ELSE. When someone...,It is from the Babylonbee and their usual playfulness but it isn't a bad definition. Several other SJWish terms also skewered in this piece.  Social justice (new definition): A Marxism-inspired construct that sees everything in terms of power vs. the powerless. This woker version of social justice demands that you bow to all of the government’s plans to reform society OR ELSE. When someone...,negative,negative,0.0017,
