text,label,stereotype_type,category,Sentiment,Regard
"I am IP banned, but I have no desire to return to that cesspit of retarded lefties. Don't be a stranger on GAB, love your posts  :-)",0,politics,stereotype,negative,negative
"I hate to listen also, but they need to give Ford plenty  of rope to hang herself.",1,other,unrelated,negative,negative
"I've heard some people suggest that the Army Corp of Engineers will be used to build the wall. That the wall funds will come of defense spending.  Eisenhower did something similar with the interstate highway system. It is often forgotten that the interstate project was not about interstate commerce,",0,politics,unrelated,neutral,other
What happened to global warming?,0,other,unrelated,neutral,neutral
Know what you're signing up for (click link): ,0,other,unrelated,neutral,neutral
"""Nobody will argue that Donald Trump is the fulfillment of Diogenes’ quest, but he questioned the shit, mocked the shit-peddlers, and presented an alternative to shit gone stale""  ",0,politics,stereotype,negative,negative
I'm on tonight with Dave and the gang talking education reform. Should be interesting since I have developed RADICALLY different views on what that looks like. Tune in 7pm/CST #gab #gabfam #radio,0,other,unrelated,positive,neutral
Instead of MAPs they should refer to themselves as SCUM...seems to fit better.,0,other,unrelated,negative,negative
"Who finds Stormy Daniels' Lawyer CREEPY.....?  * Tucker Carlson (FOX NEWS) Calls him the ""CREEPY PORN LAWYER""......😂",0,other,unrelated,neutral,negative
love at first sight as it were...,0,other,unrelated,positive,neutral
"2504-09  #Norway #Arctic #WinterWonderland #ArcticNorway #NorthernNorway #AestheticScenery #AuroraBorealis #NorthernLights #Midnightsun #VisitNorway  If you enjoy theese photos, please follow me, and kindly repost to share them with your followers.  All photos are posted in topic: Arctic Norway - ",0,other,unrelated,neutral,neutral
"It's a big ol' mess, eh? They're trying, and trying hard, to minimize the performance impact of this... but it's gonna hurt everyone, Microsoft included.",0,other,unrelated,negative,negative
"In the few (redacted) new Strzok-Page text messages released, 2 new names of COUP D'ÉTAT suspects emerger  James Baker, FBI General Counsel, and James Rybicki, Comey Chief-of-Staff @realDonaldTrump #Qanon8chan",0,other,unrelated,neutral,negative
Please follow me on twitter: @FashtonKusher. Trying to stay unbanned. Thanks :),0,other,unrelated,positive,neutral
I see hope for #Italy #Croatia & #Hungary as well as #Poland.,0,other,unrelated,positive,neutral
Our Government disgusts me...when they allow this to happen,0,other,unrelated,negative,negative
We live in the best timeline don't we folks?,0,other,unrelated,positive,positive
"nothing will be done those bastard will buy 70,000 dollar desk and fuck the American people like always",0,other,unrelated,negative,negative
Free speech = hate speech   ,1,other,unrelated,negative,negative
"@CarolynEmerick Hello! I remember that you tweeted a link from a Canadian nationalist site about Xtianity, but then you got banned from Twitter. Do you still have that link?",0,other,unrelated,negative,negative
"Sooo... you're blaming their censorship on their unfamiliarity of American culture. Bullshit. Haven't you seen pictures of the people that work for these companies? Stick around Gab long enough and you will (they're caught in undercover videos, they post group photos on Twitter, etc) - these guys ar",0,nationality,stereotype,negative,negative
That’s what this whole mess boils down to and everybody knows it now ..... votes !,0,other,unrelated,negative,negative
You may not like it because it is civiv nationalism but a good public speaker can easily win on this type of pure populist messaging.  ,0,politics,neutral,neutral,other
#kirby #anime #youtube #kirbystarrodhd     This channel has most of the Kirby Right Back At Ya! English episodes.,0,other,unrelated,neutral,neutral
She wrote in her second book she likes the idea of lower the age of consent {kid fucking} to 12. 200 and something is the page. Read to 300. You will find she supported the NMBLA Agenda. No bullshit. 100% ,0,other,unrelated,neutral,negative
"Glenn Beck Endorses Donald Trump, Puts on MAGA Hat | Breitbart  via @BreitbartNews",0,other,unrelated,neutral,negative
Always have to put it on dark mode no doubt.,0,other,unrelated,neutral,neutral
"How about some Pink Floyd 'Have a Cigar', Bill?",0,other,unrelated,neutral,neutral
Mostly been shitposting at other places :p #dankmemes ,0,other,unrelated,negative,negative
You're outnumbered by Nazi sympathizers 10-1 on gab buddy. Go back to twitter with your other zio-slave white people,0,other,unrelated,negative,negative
"big push for anti depressants today, fyi common side affect can be suicidal tendency's kinda like all those kids that kill themselves every year and if you have a brain better than a fish you will remember when it was big news a few year ago when it got really bad",0,other,unrelated,negative,negative
The fact that they even would consider such an illegal action and attach their names to it shows you exactly what they want to do.  I personally believe that any politician who proposes an unconstitutional law should be immediately stripped of office and imprisoned.,0,other,unrelated,negative,negative
ISIS Warns of Knife Attack 'Surprises' at Concerts     #Muslims #Islam #Immigration #Sharia #ShariaLaw #ISIS #IslamicState #Terrorism #Terrorists #Migrants #Refugees,0,religion,stereotype,negative,negative
The great shameless audacious bawler ignite's the fermenting ordure manifested by the false prophets. Burned away are the old crops for the new.                                         8/6/18     onemale,0,other,unrelated,negative,negative
"Fame  Edmund Blair Leighton, (1852-1922)",0,other,unrelated,neutral,positive
"Pre/post WWI fashion was the pinnacle of elegance. Ladies, consult the vintage pattern sites and hit the sewing machines. We can do it!",0,other,unrelated,positive,positive
"#Pedogate #Pizzagate #FollowTheWhiteRabbit  RIP  Democrat Party of No God, Pro Abortion, Pro Pedophilia, Pro Satanic Ritual Abuse of Children, sacrificing of infants drinking their blood, Pro Child rape & Snuff films of lil children being raped, then murdered selling the videos to psycopaths for big",0,politics,stereotype,negative,negative
Dedicated to the ones I love #GabGardeners ,0,other,unrelated,positive,positive
"Smart , patriotic American sheriff.   ",0,other,unrelated,positive,positive
Good!  It’s about damn time there are consequences for illegally voting!,0,other,unrelated,neutral,negative
They are not simply undocumented. They are illegal trespassers. Pull the employer’s license. It won’t hurt Americans because they weren’t hiring Americans. ,0,nationality,neutral,negative,negative
"""Legalize it or be terrorized by the image of our giant, nasty, brown flapjacks... FOREVER! muahahaha!""",0,other,unrelated,negative,negative
"Some of the survivors of the Parkland shooting have decided to come out and insist that we are either with them or against them on gun control. I extend my sympathy, but do not for one second assume your grief entitles you to impose your will on me. I am an American and my rights are not YOURS to ta",0,other,unrelated,negative,negative
"On the anniversary of 9/11, we shouldn’t just remember the thousands that were murdered but also how evil the ideology of islam is.",1,religion,stereotype,negative,negative
"And there are stupid freaking people (President Trump haters to be exact) that will listen and not think anything of their two faced evil, hateful ways and continue to stand behind those liberal scumbags! UNBELIEVABLE!!!!!",1,politics,stereotype,negative,negative
"While a teen and his friends were eating at a Whataburger, a liberal scumbag swiped a teen's ""MAGA"" hat and threw a drink in his face. Unfortunately for him, he just got the perfect comeuppance.  ",0,other,unrelated,negative,negative
"Trump could call down Congress, law on social media | WND  #law #socialmedia",0,other,unrelated,neutral,negative
It's not that simple.  And you wouldn't be using oxygen as a breathing gas for this sort of thing.  ,0,other,unrelated,negative,neutral
I don't mind the occasional gas the kikes thrown in as long as it's satirical and makes me laugh a bit at their discomfort. 😎,0,religion,stereotype,positive,negative
"Hollywood believes what they support is being snubbed. If they start running for office, they'll learn the real definition of Snubbing.",0,other,unrelated,negative,negative
I see what you did there.,0,other,unrelated,neutral,neutral
Heroin should be legalized,0,other,unrelated,neutral,negative
"TRUMP-KIM SUMMIT – ANOTHER RESULT OF MAGA, AMERICA FIRST POLICIES  #MAGA #POTUS",0,other,unrelated,positive,neutral
"Sow dresses as cow in order to shoplift, stashes haul in udder.  ",0,other,unrelated,neutral,neutral
I’ve had enough fun for today. I miss my house. I miss my craftspace. I miss all my space. Oh how I miss my space and my things. I have 5 projects to do and no project space 😭 make that 7 project. I miss doing my stuff I like to do,0,other,unrelated,positive,neutral
"If Israel ""controls the media"" then why do the media love to demonize Israel and glorify Palestinian victims? Surely they would side exclusively with Israel if the conspiracy of exclusive Jewish control were true? Perhaps the world is more complex than knuckle dragging Nazis like to make it?",0,other,unrelated,negative,negative
Screens at Iran airport said hacked with anti-regime messages  via @timesofisrael,0,other,unrelated,negative,negative
I go all the way online to see the video of 'Kate Upton getting washed off a rock naked!!!' and don't even get to see her butthole?! Fucking ripoff.,0,other,unrelated,negative,negative
